NAME,DP03_0062E,DP03_0119PE,DP03_0009PE,DP05_0001E,DP05_0018E,DP05_0019E,DP05_0077PE,DP05_0003PE
"Western Connecticut Planning Region, Connecticut",124553,5.2,5.5,621232,41.5,136371,2.2,50.9
"Kent County, Delaware",72872,8.6,5.5,185043,38.5,42374,1.7,51.8
"New Castle County, Delaware",89901,6.7,4.9,573030,39.2,122553,4.4,51.5
"Sussex County, Delaware",78162,7.7,5.1,247799,51.4,45469,3.2,51.4
"District of Columbia, District of Columbia",106287,10.7,6.5,672079,34.9,125675,2.1,52.4
"Alachua County, Florida",59659,8.8,4.3,281751,32.2,50339,1.6,51.8
"Baker County, Florida",70833,12.5,4.3,28186,38.1,6814,0.7,47.3
"Bay County, Florida",70188,8.3,3.6,181368,41.4,38149,2.5,50.3
"Bradford County, Florida",59740,12.6,6.6,27888,40.5,5712,0.6,45.6
"Brevard County, Florida",75817,6.8,4.8,620533,46.8,112755,1.8,50.7
"Broward County, Florida",74534,9.4,5.6,1946127,41.3,406732,2.0,51.0
"Calhoun County, Florida",46901,15.9,4.1,13593,41.8,2713,0.5,43.9
"Charlotte County, Florida",66154,6.6,5.6,195083,60.0,23070,1.2,50.8
"Citrus County, Florida",55355,11.1,6.8,158693,56.9,23508,1.1,51.0
"Clay County, Florida",86094,6.9,3.8,223436,40.2,51316,2.0,50.6
"Collier County, Florida",86173,6.8,4.0,387681,53.1,63637,9.9,50.6
"Columbia County, Florida",55070,11.3,6.3,70755,40.7,15746,1.7,48.4
"DeSoto County, Florida",50868,17.8,8.6,34719,42.8,6291,22.7,45.0
"Dixie County, Florida",47655,12.1,5.1,16952,45.8,3085,0.6,45.1
"Duval County, Florida",68447,10.7,4.5,1007189,36.7,226707,2.0,51.5
"Escambia County, Florida",65715,10.6,5.9,323275,38.1,67902,2.5,50.7
"Flagler County, Florida",72923,6.7,3.7,121710,52.6,19878,2.3,51.7
"Franklin County, Florida",62734,12.4,6.9,12418,49.2,1901,0.9,44.2
"Gadsden County, Florida",46047,21.1,4.4,43642,42.0,9691,6.7,52.1
"Gilchrist County, Florida",61070,8.3,3.2,18494,42.7,3851,2.0,48.1
"Glades County, Florida",38905,19.1,6.2,12324,45.8,1686,15.7,43.6
"Gulf County, Florida",67361,10.2,3.2,14772,47.3,2189,1.4,42.6
"Hamilton County, Florida",47696,18.0,7.9,13445,40.6,2769,4.5,44.4
"Hardee County, Florida",54231,20.5,6.8,25508,35.9,6410,30.6,46.0
"Hendry County, Florida",53044,17.3,4.4,40798,35.7,10288,30.2,45.2
"Hernando County, Florida",63193,9.1,5.8,201512,48.1,37366,1.5,51.4
"Highlands County, Florida",55581,11.4,5.9,103808,54.2,17477,8.0,51.0
"Hillsborough County, Florida",75011,9.6,4.5,1489634,37.8,325024,5.1,50.8
"Holmes County, Florida",48236,10.9,4.4,19626,42.4,4030,1.8,46.7
"Indian River County, Florida",71049,7.8,5.3,163856,55.0,24975,4.9,51.5
"Jackson County, Florida",47327,13.1,4.7,47652,42.9,9065,1.8,45.9
"Jefferson County, Florida",56984,16.3,6.5,14713,47.0,2529,2.6,47.8
"Lafayette County, Florida",60692,15.0,6.3,8035,41.8,1456,8.6,41.0
"Lake County, Florida",69956,6.4,5.1,398696,46.7,76072,3.0,51.3
"Lee County, Florida",73099,7.9,4.2,792692,49.3,136461,4.7,50.8
"Leon County, Florida",65074,9.8,5.6,295335,31.9,54931,1.5,52.7
"Levy County, Florida",53805,13.6,3.8,44276,47.1,8687,3.4,51.1
"Liberty County, Florida",53824,17.4,6.8,7650,39.1,1468,3.4,43.3
"Madison County, Florida",48176,13.0,2.4,18113,44.9,3220,1.2,47.4
"Manatee County, Florida",75792,6.5,5.1,416020,49.4,73687,7.4,51.5
"Marion County, Florida",58535,10.2,5.2,387697,48.2,72932,2.5,51.7
"Martin County, Florida",80701,7.1,4.5,160464,53.2,26076,3.8,50.5
"Miami-Dade County, Florida",68694,11.4,4.4,2685296,40.8,540695,2.2,51.0
"Monroe County, Florida",82430,6.7,3.2,81840,48.9,12769,1.9,48.2
"Nassau County, Florida",88900,7.1,4.0,94653,46.3,18521,1.9,50.4
"Okaloosa County, Florida",79097,6.5,3.1,214281,37.3,48437,3.7,49.2
"Okeechobee County, Florida",52288,14.1,6.0,40249,40.7,8614,18.5,46.0
"Orange County, Florida",77011,9.8,5.5,1440471,36.4,310666,3.0,50.8
"Osceola County, Florida",68711,10.5,5.2,406943,37.0,97784,2.2,50.4
"Palm Beach County, Florida",81115,7.5,5.4,1507453,45.4,284812,3.6,51.2
"Pasco County, Florida",67384,7.8,4.9,588758,43.7,119544,2.8,51.1
"Pinellas County, Florida",70293,7.0,4.6,960565,48.9,150459,2.5,51.7
"Polk County, Florida",63644,11.1,4.4,760961,39.6,167970,7.3,50.7
"Putnam County, Florida",47256,17.8,7.1,74235,45.0,15870,5.9,50.5
"St. Johns County, Florida",106169,4.5,3.9,292243,44.0,63345,1.2,51.0
"St. Lucie County, Florida",69027,7.8,5.8,346237,45.3,68335,4.4,50.9
"Santa Rosa County, Florida",88968,6.3,4.5,193719,40.0,42551,2.6,48.8
"Sarasota County, Florida",80633,5.4,3.7,449011,57.3,63064,2.9,52.1
"Seminole County, Florida",83030,6.3,4.1,474912,39.8,98405,2.1,51.3
"Sumter County, Florida",73297,6.0,5.7,137536,68.4,9769,2.1,50.4
"Suwannee County, Florida",55479,10.8,5.7,44484,42.5,9393,3.1,47.6
"Taylor County, Florida",44985,14.5,5.1,21422,43.8,4298,1.0,45.6
"Union County, Florida",64922,13.5,3.3,15551,40.1,3299,0.8,35.5
"Volusia County, Florida",66581,8.1,4.0,568229,46.6,99460,3.0,51.0
"Wakulla County, Florida",74183,4.3,3.1,34608,42.5,7060,1.0,45.5
"Walton County, Florida",79281,8.2,5.2,79846,43.8,16571,3.9,49.2
"Washington County, Florida",52723,14.6,4.0,25259,41.6,5080,1.2,47.4
"Appling County, Georgia",43728,20.2,3.6,18426,39.9,4534,8.8,49.8
"Atkinson County, Georgia",38438,22.4,2.8,8261,36.2,2099,21.3,51.5
"Bacon County, Georgia",50310,17.3,3.2,11129,39.0,2829,7.5,50.9
"Baker County, Georgia",44405,17.4,9.6,2830,48.1,522,1.5,52.0
"Baldwin County, Georgia",55413,16.0,5.5,43669,36.4,8274,0.9,49.7
"Banks County, Georgia",68830,12.2,2.7,18757,42.4,4017,5.2,49.9
"Barrow County, Georgia",77477,8.6,3.3,86982,36.4,22096,7.1,50.6
"Bartow County, Georgia",79431,7.4,4.6,111153,38.0,26219,7.0,50.2
"Ben Hill County, Georgia",39081,20.1,5.0,17138,38.5,4229,4.2,53.9
"Berrien County, Georgia",50414,17.9,4.2,18257,39.8,4347,3.4,49.7
"Bibb County, Georgia",50747,18.9,7.5,156543,36.6,38287,2.0,52.9
"Bleckley County, Georgia",53005,17.4,7.4,12414,37.4,2477,1.5,50.6
"Brantley County, Georgia",47801,11.1,2.8,18171,40.9,4065,1.9,50.7
"Brooks County, Georgia",47656,19.6,6.5,16285,43.0,3452,2.2,53.0
"Bryan County, Georgia",94234,6.1,5.6,46681,34.7,13656,1.8,50.1
"Bulloch County, Georgia",56832,11.5,7.9,81372,30.2,16405,2.2,51.5
"Burke County, Georgia",50739,20.0,5.8,24427,38.4,6067,2.3,51.0
"Butts County, Georgia",59221,8.1,5.0,26074,38.5,5350,2.4,46.3
"Calhoun County, Georgia",55714,17.7,7.4,5528,39.7,869,4.0,38.2
"Camden County, Georgia",72399,12.4,4.7,56036,34.6,13481,2.1,48.1
"Candler County, Georgia",50431,13.4,4.0,10972,41.0,2754,9.3,51.2
"Carroll County, Georgia",72327,12.4,6.1,122187,35.3,29124,3.6,51.3
"Catoosa County, Georgia",72425,7.1,3.9,68356,40.8,15299,1.9,51.0
"Charlton County, Georgia",48534,19.8,10.1,12711,38.0,2502,12.6,42.0
"Chatham County, Georgia",69575,9.8,5.7,298143,37.1,62410,3.0,51.9
"Chattahoochee County, Georgia",59221,11.2,7.9,9181,23.9,1759,10.0,33.2
"Chattooga County, Georgia",47785,15.8,4.8,24975,41.1,5382,0.7,48.3
"Cherokee County, Georgia",105442,4.8,3.2,274539,40.0,63937,5.5,50.5
"Clarke County, Georgia",52267,12.4,5.1,129267,29.4,21936,6.0,52.6
"Clay County, Georgia",48715,15.7,4.4,2853,46.1,561,0.0,54.9
"Clayton County, Georgia",58507,13.3,6.7,298771,33.3,81489,9.6,53.0
"Clinch County, Georgia",55549,15.1,3.4,6722,38.8,1679,3.4,49.7
"Cobb County, Georgia",98712,5.5,4.5,769152,37.4,176082,6.8,51.3
"Coffee County, Georgia",50175,17.0,4.9,43161,36.6,10622,9.6,48.6
"Colquitt County, Georgia",49691,18.8,4.1,45907,37.2,11825,13.6,49.9
"Columbia County, Georgia",96122,5.3,4.8,159638,37.5,40030,3.7,51.1
"Cook County, Georgia",50133,17.0,4.4,17363,37.5,4400,2.5,50.8
"Coweta County, Georgia",94142,5.5,2.8,150071,39.0,35133,3.6,51.3
"Crawford County, Georgia",60905,8.0,4.1,12183,46.0,2533,2.3,48.2
"Crisp County, Georgia",42745,19.7,8.7,19995,40.4,4669,3.1,51.3
"Dade County, Georgia",58936,6.7,4.5,16196,42.2,3178,0.4,49.5
"Dawson County, Georgia",88986,7.8,4.4,28704,43.9,5753,3.4,49.0
"Decatur County, Georgia",50485,20.8,6.9,29118,38.7,7090,5.3,51.8
"DeKalb County, Georgia",77683,9.5,6.4,762105,36.3,175339,4.5,52.5
"Dodge County, Georgia",50152,13.2,3.4,19909,42.4,3785,2.3,47.2
"Dooly County, Georgia",56545,13.7,5.7,11026,45.9,1753,6.7,44.9
"Dougherty County, Georgia",46784,21.4,10.8,83915,36.6,20277,1.2,54.1
"Douglas County, Georgia",80764,9.0,6.1,146141,36.8,37396,7.7,52.3
"Early County, Georgia",53750,16.2,6.8,10683,40.7,2617,0.9,52.6
"Echols County, Georgia",61723,8.7,3.6,3705,31.2,1034,23.7,54.5
"Effingham County, Georgia",85465,5.4,5.8,67265,36.6,17911,3.4,50.5
"Elbert County, Georgia",49727,13.4,6.4,19725,42.4,4336,3.4,52.7
"Emanuel County, Georgia",50053,20.8,9.7,22961,38.6,5750,4.0,49.7
"Evans County, Georgia",53908,14.7,5.5,10740,36.9,2755,10.1,52.3
"Fannin County, Georgia",58073,8.4,4.2,25605,54.0,4066,1.7,50.9
"Fayette County, Georgia",108986,3.7,3.7,120689,43.3,27508,3.6,51.4
"Floyd County, Georgia",62540,12.9,4.3,98985,37.8,22594,6.9,51.1
"Forsyth County, Georgia",138000,3.0,3.4,260062,39.4,68187,4.6,50.0
"Franklin County, Georgia",52264,15.4,5.0,23840,40.2,5288,4.7,50.6
"Fulton County, Georgia",91490,9.0,5.4,1068507,36.2,225602,3.4,51.4
"Gilmer County, Georgia",72542,10.6,1.8,31976,50.0,5944,5.5,49.9
"Glascock County, Georgia",55250,6.5,1.1,2913,43.2,626,0.7,55.6
"Glynn County, Georgia",68546,11.7,4.6,84987,43.3,17909,3.8,53.1
"Gordon County, Georgia",61997,9.0,3.6,58336,38.8,13622,8.6,50.3
"Grady County, Georgia",54312,14.0,2.8,26056,39.4,6451,11.0,51.3
"Greene County, Georgia",84530,6.3,5.1,19586,52.3,3462,2.7,49.8
"Gwinnett County, Georgia",84823,8.4,4.1,966972,35.9,255222,10.3,51.0
"Habersham County, Georgia",65622,9.4,2.3,46948,39.6,10287,12.4,52.4
"Hall County, Georgia",77430,9.2,3.9,208395,38.2,50363,19.9,50.1
"Hancock County, Georgia",33182,21.7,5.9,8630,47.3,1303,0.6,47.1
"Haralson County, Georgia",65016,9.5,5.3,30720,38.8,7323,0.3,50.7
"Harris County, Georgia",89184,6.2,5.8,35509,43.3,7637,1.3,49.1
"Hart County, Georgia",57241,9.0,3.8,26484,44.7,5468,3.1,50.3
"Heard County, Georgia",62907,14.8,5.2,11616,41.2,2705,1.8,50.5
"Henry County, Georgia",81612,7.6,5.6,245417,37.0,61949,3.9,52.4
"Houston County, Georgia",80743,8.0,5.0,166902,36.2,42779,3.4,51.4
"Irwin County, Georgia",53915,16.8,3.6,9385,40.4,2109,6.5,48.5
"Jackson County, Georgia",85012,5.3,3.4,80640,38.1,20370,4.5,50.2
"Jasper County, Georgia",59574,9.9,7.2,15345,43.1,3598,2.5,51.0
"Jeff Davis County, Georgia",40879,23.3,4.9,14838,40.5,3893,9.0,48.6
"Jefferson County, Georgia",46561,15.6,5.0,15468,40.7,3512,2.9,51.3
"Jenkins County, Georgia",36906,20.7,5.0,8674,42.3,1612,2.7,46.7
"Johnson County, Georgia",54183,14.8,7.1,9192,44.1,1656,0.7,39.3
"Jones County, Georgia",68259,9.5,3.7,28526,41.4,6518,0.4,51.4
"Lamar County, Georgia",68457,6.2,3.5,19098,38.7,4134,0.6,51.3
"Lanier County, Georgia",44361,21.9,3.4,10094,36.7,2300,1.5,50.8
"Laurens County, Georgia",49705,19.2,5.7,49619,39.9,12331,2.3,52.9
"Lee County, Georgia",88024,4.6,3.6,33337,37.2,8627,1.0,49.9
"Liberty County, Georgia",59013,12.6,8.0,66826,28.7,18494,4.5,48.4
"Lincoln County, Georgia",50688,11.9,3.8,7773,48.3,1476,0.6,51.4
"Long County, Georgia",64747,10.8,5.4,17512,33.6,4857,5.5,49.7
"Lowndes County, Georgia",55887,15.2,5.7,119055,31.3,29282,3.1,51.6
"Lumpkin County, Georgia",72388,8.9,5.6,33931,36.9,5809,3.4,50.6
"McDuffie County, Georgia",54058,15.3,3.7,21687,39.1,5424,1.7,50.7
"McIntosh County, Georgia",50348,13.7,3.2,11187,52.1,1698,0.1,49.7
"Macon County, Georgia",37177,23.1,8.6,11953,39.9,2248,2.7,45.3
"Madison County, Georgia",58784,14.6,4.7,30914,39.8,7224,3.3,51.5
"Marion County, Georgia",50484,12.5,4.1,7474,43.9,1517,2.4,52.0
"Meriwether County, Georgia",56458,13.7,6.3,20757,43.6,4483,1.8,52.5
"Miller County, Georgia",58407,21.5,5.4,5873,42.8,1342,2.2,52.9
"Mitchell County, Georgia",51908,21.3,6.6,21441,39.9,4903,2.3,48.9
"Monroe County, Georgia",82863,7.2,4.0,28919,42.5,6067,2.0,49.8
"Montgomery County, Georgia",51188,12.0,6.1,8675,38.2,1777,5.1,48.4
"Morgan County, Georgia",85692,6.2,2.9,20614,42.3,4609,1.8,50.5
"Murray County, Georgia",67880,10.2,5.0,40282,39.3,9619,11.2,49.9
"Muscogee County, Georgia",56622,15.0,6.5,204383,35.1,51127,3.2,51.8
"Newton County, Georgia",73732,9.5,6.6,115530,36.4,29569,3.4,53.4
"Oconee County, Georgia",115925,4.1,3.0,42788,40.7,11213,3.8,50.5
"Oglethorpe County, Georgia",69784,8.0,3.3,15221,42.6,3286,4.7,49.6
"Paulding County, Georgia",94557,4.7,4.5,174292,36.7,44800,3.4,51.0
"Peach County, Georgia",68365,13.0,6.7,28269,37.8,6019,6.1,50.9
"Pickens County, Georgia",75293,9.1,3.8,34197,46.1,6504,1.7,50.4
"Pierce County, Georgia",56691,8.0,4.0,19996,40.3,4949,4.1,49.1
"Pike County, Georgia",84184,7.2,4.4,19540,39.9,4595,0.6,51.3
"Polk County, Georgia",55308,17.6,5.8,43365,38.5,10994,8.2,50.8
"Pulaski County, Georgia",47688,16.7,5.2,9893,43.7,1811,2.4,57.0
"Putnam County, Georgia",64163,13.6,4.4,22524,47.4,4417,4.3,50.8
"Quitman County, Georgia",36838,8.9,31.1,2092,59.4,202,0.0,44.6
"Rabun County, Georgia",61466,8.3,2.1,17107,49.9,2790,6.8,51.2
"Randolph County, Georgia",25425,19.4,10.3,6270,37.6,1673,2.9,55.3
"Richmond County, Georgia",53197,17.5,7.9,206040,35.0,47455,2.1,51.6
"Rockdale County, Georgia",72349,8.1,5.8,94293,39.2,22580,7.9,52.9
"Schley County, Georgia",59647,10.0,4.1,4539,41.6,1086,0.9,51.4
"Screven County, Georgia",53017,10.5,5.7,14057,42.7,2944,0.7,52.3
"Seminole County, Georgia",49559,12.9,5.0,9117,45.7,1826,2.7,51.9
"Spalding County, Georgia",60217,13.4,5.4,68215,39.2,15956,3.5,52.4
"Stephens County, Georgia",52264,7.5,5.2,26842,41.2,5938,1.9,52.4
"Stewart County, Georgia",35000,22.2,4.7,4978,36.7,591,1.9,33.9
"Sumter County, Georgia",41877,17.8,4.8,29174,37.0,6569,3.5,53.6
"Talbot County, Georgia",45098,17.3,3.8,5753,50.5,939,0.8,52.1
"Taliaferro County, Georgia",48036,22.0,4.6,1740,44.8,314,4.2,53.6
"Tattnall County, Georgia",52351,16.7,6.9,24215,38.1,4893,8.7,41.8
"Taylor County, Georgia",41743,18.8,7.2,7786,42.9,1556,0.7,52.4
"Telfair County, Georgia",44948,19.0,5.0,12174,39.4,2778,10.6,42.5
"Terrell County, Georgia",43812,25.7,8.1,8941,41.4,2036,1.5,50.4
"Thomas County, Georgia",60140,13.8,6.5,45696,39.9,10893,1.6,52.6
"Tift County, Georgia",53165,16.3,3.3,41322,37.3,10375,10.8,51.6
"Toombs County, Georgia",54130,15.5,3.9,26943,37.2,7124,9.7,51.7
"Towns County, Georgia",58400,8.6,3.5,12739,56.9,1595,1.3,51.2
"Treutlen County, Georgia",43750,14.5,8.1,6387,39.6,1485,0.4,48.5
"Troup County, Georgia",54905,14.1,5.5,69821,37.2,17154,2.4,52.2
"Turner County, Georgia",39565,16.6,11.6,8915,37.4,2269,4.1,53.5
"Twiggs County, Georgia",55439,14.2,4.0,7869,47.2,1494,0.3,49.9
"Union County, Georgia",65697,7.3,3.6,25598,55.9,3920,1.9,50.4
"Upson County, Georgia",50904,16.3,2.7,27856,41.4,6426,2.0,52.3
"Walker County, Georgia",55887,9.7,5.0,68449,41.8,14648,1.3,50.2
"Walton County, Georgia",82381,8.3,5.4,100361,39.7,24256,2.9,51.1
"Ware County, Georgia",44833,18.9,4.8,35958,38.0,8951,2.3,49.8
"Warren County, Georgia",46776,20.4,7.7,5175,45.3,1047,0.6,53.4
"Washington County, Georgia",44009,11.9,4.8,19893,40.6,4295,0.6,48.5
"Wayne County, Georgia",49562,17.7,6.7,30519,38.9,7426,3.8,50.2
"Webster County, Georgia",40764,23.2,5.6,2348,42.8,328,4.9,48.2
"Wheeler County, Georgia",45262,17.0,6.5,7434,39.5,1179,3.6,34.8
"White County, Georgia",69747,8.9,3.3,28454,45.4,5490,2.4,50.7
"Whitfield County, Georgia",64262,9.9,5.4,103118,36.6,26051,27.6,50.0
"Wilcox County, Georgia",48036,17.1,6.3,8784,41.3,1640,2.2,39.8
"Wilkes County, Georgia",52542,13.1,2.4,9553,46.3,1969,3.4,51.4
"Wilkinson County, Georgia",46673,15.4,5.3,8795,43.2,1903,2.4,52.0
"Worth County, Georgia",57201,14.7,6.4,20575,43.0,4585,1.2,52.6
"Hawaii County, Hawaii",77215,10.8,6.2,203684,44.1,42453,3.4,50.3
"Honolulu County, Hawaii",104264,6.1,4.8,1003666,39.4,208450,3.1,49.4
"Kalawao County, Hawaii",86250,0.0,0.0,43,39.9,0,4.7,32.6
"Kauai County, Hawaii",93612,6.5,3.9,73610,42.7,15729,2.7,50.1
"Maui County, Hawaii",95076,6.8,5.6,164632,42.9,34840,4.6,50.1
"Ada County, Idaho",88907,5.5,3.1,508052,38.3,114071,7.0,49.6
"Adams County, Idaho",59286,11.2,6.6,4599,54.3,788,1.6,48.7
"Bannock County, Idaho",64080,7.6,4.6,88457,35.0,22509,7.4,49.8
"Bear Lake County, Idaho",67304,5.6,2.6,6552,40.2,1776,3.1,49.2
"Benewah County, Idaho",56553,10.8,3.9,9913,46.0,2189,2.9,48.7
"Bingham County, Idaho",76842,7.3,5.8,48993,34.8,14570,15.0,49.8
"Blaine County, Idaho",84470,5.1,2.6,24579,45.5,4815,16.5,47.4
"Boise County, Idaho",77349,4.2,3.0,8045,53.5,1236,3.4,49.2
"Bonner County, Idaho",65168,7.5,3.9,49456,48.2,9704,2.2,50.0
"Bonneville County, Idaho",76646,6.4,3.8,127056,33.3,38360,12.0,49.9
"Boundary County, Idaho",62438,16.4,3.3,12695,42.8,2962,4.5,48.9
"Butte County, Idaho",43281,19.1,4.4,2654,39.2,705,7.7,49.0
"Camas County, Idaho",55536,2.5,0.0,1155,34.9,383,8.6,53.1
"Canyon County, Idaho",72355,7.3,3.4,242405,34.8,65829,22.0,50.2
"Caribou County, Idaho",66653,7.4,2.9,7118,38.0,1956,5.2,48.5
"Cassia County, Idaho",67042,6.8,2.5,25165,33.1,7858,25.8,48.6
"Clark County, Idaho",52083,9.1,1.9,776,33.4,224,30.2,46.8
"Clearwater County, Idaho",57961,8.0,3.5,8921,52.0,1365,2.8,44.9
"Custer County, Idaho",56957,4.9,2.1,4411,59.5,491,1.0,47.9
"Elmore County, Idaho",58976,8.2,6.6,29046,32.5,7130,14.3,46.7
"Franklin County, Idaho",65991,5.4,1.8,14715,32.5,4553,4.6,48.4
"Fremont County, Idaho",72767,6.7,4.6,13701,39.9,3299,10.9,48.2
"Gem County, Idaho",66245,6.9,2.8,19854,42.8,4440,7.4,49.1
"Gooding County, Idaho",62395,9.5,5.0,15740,38.4,4269,28.2,49.5
"Idaho County, Idaho",60975,7.8,3.7,17120,49.6,3385,2.4,47.7
"Jefferson County, Idaho",82952,7.4,2.5,32234,32.3,10592,9.2,48.7
"Jerome County, Idaho",69338,12.6,3.8,24788,33.6,7434,35.1,48.4
"Kootenai County, Idaho",77034,6.0,3.3,177736,40.8,40103,3.7,50.1
"Latah County, Idaho",65179,8.0,6.1,40315,30.7,7625,3.1,48.7
"Lemhi County, Idaho",52057,9.4,3.4,8166,53.1,1495,1.7,49.2
"Lewis County, Idaho",49643,12.3,3.5,3649,48.9,802,3.0,50.0
"Lincoln County, Idaho",66038,5.5,5.7,5276,37.2,1373,28.2,47.7
"Madison County, Idaho",58259,13.3,8.8,53578,21.4,11001,6.1,54.8
"Minidoka County, Idaho",70060,10.6,3.0,21922,34.5,6407,31.4,48.7
"Nez Perce County, Idaho",71466,8.8,2.9,42477,40.9,9093,3.0,50.4
"Oneida County, Idaho",72563,9.7,1.5,4681,40.2,1250,4.2,50.8
"Owyhee County, Idaho",59773,7.9,2.1,12284,38.3,3068,22.9,48.2
"Payette County, Idaho",65723,7.3,3.3,26190,38.8,6719,15.5,50.0
"Power County, Idaho",59760,6.5,5.9,8018,33.9,2435,30.0,48.2
"Shoshone County, Idaho",49975,10.1,5.1,13580,45.1,2820,2.6,50.2
"Teton County, Idaho",90740,6.7,1.5,12101,39.8,2803,13.6,49.0
"Twin Falls County, Idaho",65338,8.0,3.2,92121,35.8,24607,15.2,50.3
"Valley County, Idaho",76125,6.2,2.9,12136,49.0,2231,1.2,47.3
"Washington County, Idaho",53608,11.1,4.7,10866,44.6,2442,15.5,50.6
"Adams County, Illinois",64962,8.1,3.6,65166,41.1,14793,1.5,51.0
"Alexander County, Illinois",43523,13.3,9.4,5042,45.8,1092,0.6,51.2
"Bond County, Illinois",61603,11.1,4.3,16627,40.4,3029,2.9,46.7
"Boone County, Illinois",81638,7.6,7.8,53316,39.5,12886,21.8,50.0
"Brown County, Illinois",72288,5.2,2.2,6320,40.9,1102,3.0,37.6
"Bureau County, Illinois",65894,8.9,5.0,33027,44.1,6922,9.1,50.5
"Calhoun County, Illinois",92095,5.4,3.7,4406,48.5,897,0.2,48.4
"Carroll County, Illinois",60871,8.2,4.3,15621,44.9,2827,3.1,45.6
"Cass County, Illinois",64907,8.6,4.9,12826,38.1,3141,16.0,51.1
"Champaign County, Illinois",63091,7.8,4.5,206098,30.9,39730,5.0,50.2
"Christian County, Illinois",59253,8.3,4.7,33684,42.7,6734,2.3,48.1
"Clark County, Illinois",70625,7.8,4.0,15328,42.0,3423,1.7,50.0
"Clay County, Illinois",57266,10.9,5.9,13173,41.5,3034,0.5,49.9
"Clinton County, Illinois",82314,5.7,3.3,36899,41.4,7966,2.5,48.2
"Coles County, Illinois",56040,11.4,6.8,46689,38.2,8521,2.8,50.8
"Cook County, Illinois",81797,9.8,6.9,5185812,37.8,1110965,20.0,51.2
"Crawford County, Illinois",67614,7.6,4.0,18588,42.4,3756,1.3,47.0
"Cumberland County, Illinois",69826,5.5,2.4,10378,42.3,2475,0.2,48.5
"DeKalb County, Illinois",69022,10.9,7.1,100512,32.6,21906,10.6,50.2
"De Witt County, Illinois",64802,4.8,4.8,15461,44.0,3323,2.1,49.8
"Douglas County, Illinois",74186,6.3,3.1,19686,38.9,4836,7.5,50.6
"DuPage County, Illinois",110502,4.6,4.8,927263,40.0,207574,11.7,50.5
"Edgar County, Illinois",56909,8.3,4.4,16637,46.4,3281,0.8,50.9
"Edwards County, Illinois",59386,10.5,6.1,6118,44.6,1379,0.3,50.9
"Effingham County, Illinois",75380,7.2,2.2,34505,39.5,8348,1.2,49.5
"Fayette County, Illinois",57113,11.1,3.4,21380,41.7,4379,2.0,47.6
"Ford County, Illinois",60782,7.7,5.4,13396,42.5,3120,2.5,50.1
"Franklin County, Illinois",53471,12.3,6.5,37541,43.4,8323,1.4,50.2
"Fulton County, Illinois",58617,9.3,6.6,33259,43.7,6566,2.0,47.9
"Gallatin County, Illinois",54626,10.5,7.3,4857,47.3,962,0.8,50.0
"Greene County, Illinois",60976,9.6,4.2,11837,43.1,2534,0.6,49.7
"Grundy County, Illinois",93060,4.7,4.5,52920,38.6,13072,8.6,49.7
"Hamilton County, Illinois",61520,9.0,5.4,7972,43.5,1812,0.5,49.6
"Hancock County, Illinois",65044,11.6,4.4,17434,46.3,3680,1.4,49.4
"Hardin County, Illinois",57155,5.1,3.3,3623,55.0,494,0.9,48.7
"Henderson County, Illinois",65651,10.2,8.6,6284,49.8,1188,1.7,49.6
"Henry County, Illinois",69912,5.0,4.0,48948,43.4,10793,5.8,50.4
"Iroquois County, Illinois",62439,9.2,4.8,26746,44.4,5802,7.0,50.6
"Jackson County, Illinois",45572,12.1,7.2,52706,32.9,10007,3.1,50.6
"Jasper County, Illinois",71094,5.5,3.7,9233,44.2,2070,1.0,49.3
"Jefferson County, Illinois",61102,11.4,6.6,36808,41.1,8263,1.4,48.5
"Jersey County, Illinois",79104,6.4,4.4,21336,43.2,4256,1.3,51.3
"Jo Daviess County, Illinois",74954,5.0,3.0,21918,50.9,4062,3.0,49.7
"Johnson County, Illinois",65203,13.1,2.4,13350,42.7,2374,2.6,43.0
"Kane County, Illinois",100678,6.1,5.0,516097,38.6,125866,27.5,49.9
"Kankakee County, Illinois",68325,8.7,5.1,106833,39.0,24569,10.5,50.5
"Kendall County, Illinois",110474,3.8,3.6,135053,36.0,37150,18.3,50.1
"Knox County, Illinois",53291,10.5,4.5,49294,42.4,9949,4.5,48.9
"Lake County, Illinois",108917,5.4,5.1,711885,38.9,168098,18.9,49.7
"LaSalle County, Illinois",72281,10.0,5.7,109049,42.1,23234,9.5,49.1
"Lawrence County, Illinois",53438,10.4,7.9,15137,40.6,2852,1.6,43.9
"Lee County, Illinois",68459,7.3,3.6,34058,43.0,6778,5.1,47.2
"Livingston County, Illinois",70796,7.3,3.6,35659,41.9,7866,3.6,48.7
"Logan County, Illinois",64188,11.2,4.4,27870,40.5,5447,2.2,50.1
"McDonough County, Illinois",50434,11.4,8.6,27102,35.1,4853,2.5,50.7
"McHenry County, Illinois",102836,4.1,4.7,311366,40.4,71656,12.2,49.9
"McLean County, Illinois",78329,6.7,3.0,170882,34.2,36679,4.6,51.1
"Macon County, Illinois",62449,9.7,7.1,102591,40.9,23234,1.7,52.0
"Macoupin County, Illinois",68518,10.9,4.4,44566,44.3,9244,0.8,50.5
"Madison County, Illinois",74800,7.6,4.7,264631,40.2,56984,2.9,51.1
"Marion County, Illinois",60839,11.0,6.4,37294,41.3,8800,1.3,50.9
