NAME,DP03_0062E,DP03_0119PE,DP03_0009PE,DP05_0001E,DP05_0018E,DP05_0019E,DP05_0077PE,DP05_0003PE
"Tripp County, South Dakota",58854,15.8,1.6,5607,45.1,1282,1.3,48.9
"Turner County, South Dakota",75283,5.5,1.3,8772,41.3,2215,0.6,49.5
"Union County, South Dakota",84137,6.1,3.5,16916,40.4,4092,3.7,48.9
"Walworth County, South Dakota",62722,11.4,3.7,5298,41.6,1245,0.2,49.2
"Yankton County, South Dakota",73855,5.5,1.6,23379,42.2,5018,2.4,47.9
"Ziebach County, South Dakota",47333,34.0,24.2,2410,36.6,629,1.2,50.5
"Anderson County, Tennessee",63171,9.2,5.0,78175,42.0,16716,2.4,51.0
"Bedford County, Tennessee",62197,12.5,4.0,51291,37.6,13087,10.8,49.1
"Benton County, Tennessee",50435,12.9,5.4,15948,47.5,3314,1.3,50.9
"Bledsoe County, Tennessee",49655,19.0,5.2,14905,44.9,2391,2.3,41.6
"Blount County, Tennessee",74607,5.9,3.7,137747,43.9,27470,2.7,51.0
"Bradley County, Tennessee",63789,9.7,5.9,109743,39.3,24059,4.4,51.1
"Campbell County, Tennessee",50260,15.5,5.2,39568,44.2,8076,0.8,50.2
"Cannon County, Tennessee",58092,13.2,2.4,14661,40.8,3266,2.5,49.5
"Carroll County, Tennessee",50391,11.6,4.2,28461,41.6,6224,2.6,50.2
"Carter County, Tennessee",48435,12.7,6.8,56462,45.8,10082,0.7,51.0
"Cheatham County, Tennessee",82015,5.9,3.8,41500,41.4,8971,2.7,49.2
"Chester County, Tennessee",60543,12.6,5.4,17452,37.8,3780,2.4,51.6
"Claiborne County, Tennessee",46587,10.3,4.6,32221,42.5,6118,0.7,50.7
"Clay County, Tennessee",44712,14.4,5.2,7621,48.8,1500,0.2,52.0
"Cocke County, Tennessee",48416,16.2,4.4,36503,45.4,7486,1.0,51.3
"Coffee County, Tennessee",60656,11.9,4.0,58940,39.2,14325,2.9,50.8
"Crockett County, Tennessee",59049,11.4,3.4,13937,40.2,3261,9.4,51.0
"Cumberland County, Tennessee",58475,7.9,4.9,62529,53.0,10486,1.9,51.0
"Davidson County, Tennessee",75664,10.0,4.6,709846,34.6,148110,6.8,51.6
"Decatur County, Tennessee",46190,16.7,8.3,11499,45.9,2346,1.6,49.6
"DeKalb County, Tennessee",48484,15.6,6.0,20551,42.2,4496,6.2,49.3
"Dickson County, Tennessee",73223,7.0,3.0,55197,39.0,12567,3.6,50.9
"Dyer County, Tennessee",54973,11.5,3.8,36681,40.0,8754,3.0,52.2
"Fayette County, Tennessee",84764,7.9,4.8,42653,47.2,7805,2.7,50.2
"Fentress County, Tennessee",50865,13.8,4.4,18948,47.0,3877,1.4,50.1
"Franklin County, Tennessee",61553,8.1,2.9,43478,42.7,8541,1.8,50.7
"Gibson County, Tennessee",59009,10.0,5.2,50610,39.8,12346,2.2,51.8
"Giles County, Tennessee",61476,10.6,5.1,30442,43.6,6313,1.8,51.5
"Grainger County, Tennessee",51351,12.1,5.2,23929,45.7,4732,2.9,49.4
"Greene County, Tennessee",54071,10.1,5.4,70919,44.6,13605,2.7,50.8
"Grundy County, Tennessee",45573,14.9,7.2,13665,42.9,2905,1.0,50.1
"Hamblen County, Tennessee",52794,12.5,6.1,64930,40.8,15518,10.5,50.4
"Hamilton County, Tennessee",72568,8.4,4.2,370913,39.5,78520,3.1,51.5
"Hancock County, Tennessee",31995,25.9,7.3,6790,41.9,1453,0.9,50.6
"Hardeman County, Tennessee",46173,13.6,11.2,25477,40.4,4982,1.3,44.7
"Hardin County, Tennessee",49149,15.8,4.3,26939,45.4,5375,0.9,51.7
"Hawkins County, Tennessee",55278,13.2,8.4,57446,45.9,11046,1.1,50.7
"Haywood County, Tennessee",43513,18.4,6.6,17672,43.1,3936,3.3,52.4
"Henderson County, Tennessee",53471,13.5,7.1,27906,40.3,6344,1.9,51.0
"Henry County, Tennessee",48540,13.5,3.4,32345,45.8,6538,1.9,51.3
"Hickman County, Tennessee",57223,8.6,3.2,25229,41.7,5273,1.7,48.1
"Houston County, Tennessee",54475,6.3,6.7,8293,44.2,1769,1.6,50.0
"Humphreys County, Tennessee",59333,8.7,9.8,19074,43.7,4131,1.3,50.1
"Jackson County, Tennessee",41475,17.3,7.7,11882,48.0,2171,1.4,49.3
"Jefferson County, Tennessee",63084,8.4,5.4,55835,44.1,10763,3.4,50.6
"Johnson County, Tennessee",52152,14.2,3.7,18073,46.4,3032,0.8,46.3
"Knox County, Tennessee",71662,7.4,3.6,487401,37.3,102675,2.8,51.0
"Lake County, Tennessee",30500,33.4,4.3,6691,41.6,1007,3.0,37.5
"Lauderdale County, Tennessee",49205,15.9,5.1,24933,39.4,5481,2.2,48.4
"Lawrence County, Tennessee",53233,14.9,5.6,44901,39.0,11268,1.8,50.8
"Lewis County, Tennessee",49477,12.9,3.5,12784,42.2,2727,0.8,50.2
"Lincoln County, Tennessee",63115,10.7,3.8,35617,43.0,7922,2.7,50.7
"Loudon County, Tennessee",80296,9.3,2.7,56996,48.7,10892,6.6,50.6
"McMinn County, Tennessee",59674,9.5,5.3,54135,42.5,11469,3.1,50.7
"McNairy County, Tennessee",50714,12.7,5.7,25933,43.1,5595,0.9,50.6
"Macon County, Tennessee",56269,9.1,3.6,25793,38.3,6452,5.1,50.5
"Madison County, Tennessee",58189,14.8,7.3,98845,38.3,22249,3.0,52.1
"Marion County, Tennessee",58103,12.9,7.7,29010,43.7,6007,2.1,50.3
"Marshall County, Tennessee",70829,11.3,4.5,35276,39.6,8263,5.8,50.0
"Maury County, Tennessee",74162,6.7,2.5,104855,39.2,24275,5.2,51.0
"Meigs County, Tennessee",58395,10.7,6.8,13076,45.5,2670,0.5,50.7
"Monroe County, Tennessee",56648,11.9,5.3,47054,44.8,9720,3.6,50.3
"Montgomery County, Tennessee",72365,8.7,5.5,227957,31.7,61230,5.2,50.1
"Moore County, Tennessee",66687,6.9,5.1,6611,46.2,1284,1.3,50.5
"Morgan County, Tennessee",57408,15.7,6.0,21193,42.5,4039,1.3,44.7
"Obion County, Tennessee",53102,12.8,3.8,30570,41.9,6728,3.7,51.7
"Overton County, Tennessee",46159,15.5,2.9,22807,43.1,4789,0.8,49.9
"Perry County, Tennessee",50489,10.9,8.9,8561,41.6,1925,1.2,50.1
"Pickett County, Tennessee",44591,14.7,3.5,5062,51.7,883,0.3,51.1
"Polk County, Tennessee",60227,8.2,4.2,17702,46.2,3393,1.2,49.3
"Putnam County, Tennessee",56537,11.7,3.8,81366,36.1,17040,2.5,50.6
"Rhea County, Tennessee",58133,12.6,6.3,33299,41.0,7364,3.8,49.9
"Roane County, Tennessee",66218,8.6,4.8,54403,47.4,10221,1.4,50.5
"Robertson County, Tennessee",78439,7.7,3.5,74291,39.1,17910,6.9,50.3
"Rutherford County, Tennessee",82588,5.9,3.3,351591,34.0,87170,5.7,50.7
"Scott County, Tennessee",42679,20.2,7.4,21969,40.7,5152,0.0,50.2
"Sequatchie County, Tennessee",52260,21.7,4.9,16409,44.7,3277,1.2,49.7
"Sevier County, Tennessee",63829,10.2,3.4,98802,43.6,20658,3.3,50.5
"Shelby County, Tennessee",62337,13.4,7.2,922195,35.8,234894,4.7,52.4
"Smith County, Tennessee",62799,10.4,3.1,20196,40.7,4520,2.2,49.4
"Stewart County, Tennessee",62052,7.8,3.0,13859,44.6,2995,1.7,50.0
"Sullivan County, Tennessee",56802,11.1,6.0,159693,45.0,30629,1.5,51.1
"Sumner County, Tennessee",86005,6.3,3.2,200553,39.7,46778,3.6,51.0
"Tipton County, Tennessee",71736,9.5,5.5,61339,38.7,14632,2.2,50.6
"Trousdale County, Tennessee",63190,9.8,0.6,11805,34.6,1942,0.7,37.8
"Unicoi County, Tennessee",50381,9.9,5.2,17779,47.4,3245,4.8,50.8
"Union County, Tennessee",61858,11.1,4.1,20141,42.4,4342,0.6,50.1
"Van Buren County, Tennessee",60281,12.0,3.7,6293,47.2,1314,0.2,49.2
"Warren County, Tennessee",54088,10.7,3.8,41587,40.0,9755,8.3,50.0
"Washington County, Tennessee",61051,9.7,5.0,134693,40.3,25347,2.0,50.7
"Wayne County, Tennessee",52824,12.0,3.8,16251,44.3,2799,2.0,43.3
"Weakley County, Tennessee",49502,13.6,3.0,32959,37.9,6291,2.0,50.9
"White County, Tennessee",52206,9.5,4.6,27764,43.3,6037,1.4,50.8
"Williamson County, Tennessee",131202,3.1,2.0,254609,40.3,66844,2.9,50.6
"Wilson County, Tennessee",94048,5.4,3.5,153587,39.9,36047,3.0,50.5
"Anderson County, Texas",58846,12.4,5.3,57825,39.5,11217,16.3,38.9
"Andrews County, Texas",76902,11.1,2.3,18518,33.1,5697,52.6,50.9
"Angelina County, Texas",58847,11.3,5.4,86791,37.8,22162,20.2,50.9
"Aransas County, Texas",61754,14.4,6.2,24449,51.0,4249,24.0,49.8
"Archer County, Texas",71958,6.6,3.4,8734,43.1,2012,7.6,49.1
"Armstrong County, Texas",68462,5.5,0.9,1883,43.0,409,7.8,51.7
"Atascosa County, Texas",69413,13.5,4.5,50058,36.1,13404,58.9,50.3
"Austin County, Texas",75994,12.8,4.2,30712,41.6,7242,23.7,49.3
"Bailey County, Texas",70625,4.6,0.5,7044,35.1,1973,58.7,51.5
"Bandera County, Texas",69703,9.5,7.4,21589,53.4,3596,15.5,50.4
"Bastrop County, Texas",82730,9.8,4.6,102370,37.5,26574,36.0,49.3
"Baylor County, Texas",42313,14.3,3.8,3464,47.5,806,12.3,49.9
"Bee County, Texas",56075,14.2,5.9,31000,35.8,6358,55.6,38.0
"Bell County, Texas",66051,11.3,7.3,379811,32.1,105006,17.1,50.2
"Bexar County, Texas",70571,11.3,5.5,2037344,34.6,508025,49.5,50.4
"Blanco County, Texas",87564,7.4,3.5,12008,50.3,2146,16.3,50.7
"Borden County, Texas",64250,6.2,0.3,723,30.0,240,15.2,57.8
"Bosque County, Texas",69339,6.2,4.1,18546,46.3,3872,17.5,50.9
"Bowie County, Texas",59295,12.1,3.7,92321,38.4,22050,6.7,49.7
"Brazoria County, Texas",95155,5.9,4.5,381650,36.5,98742,25.6,49.5
"Brazos County, Texas",58388,12.4,4.6,237980,26.8,48241,22.3,49.5
"Brewster County, Texas",52612,3.6,2.2,9464,42.2,1623,34.2,51.9
"Briscoe County, Texas",41188,12.5,0.0,1223,50.8,218,25.5,47.1
"Brooks County, Texas",31310,28.9,3.5,6987,38.1,1295,82.4,49.9
"Brown County, Texas",55305,11.6,4.8,38294,41.4,7972,19.3,50.0
"Burleson County, Texas",72888,8.5,2.9,18327,44.3,4033,18.4,52.2
"Burnet County, Texas",77158,5.4,2.3,51064,44.9,10464,19.8,50.7
"Caldwell County, Texas",68503,7.3,3.2,47184,38.2,11042,50.9,49.4
"Calhoun County, Texas",71870,6.8,4.5,19921,39.9,4655,41.3,48.3
"Callahan County, Texas",68455,6.7,5.2,14017,43.8,3005,9.9,50.6
"Cameron County, Texas",51334,21.0,5.7,423192,32.4,123291,84.2,50.7
"Camp County, Texas",55061,17.4,5.8,12652,38.7,3341,26.0,51.4
"Carson County, Texas",84583,2.8,1.3,5802,42.3,1303,7.2,50.2
"Cass County, Texas",54328,12.6,6.0,28582,43.8,6461,4.1,50.9
"Castro County, Texas",63485,15.4,2.7,7328,34.9,2121,55.0,49.3
"Chambers County, Texas",108114,10.6,7.3,49178,35.3,13515,21.9,48.9
"Cherokee County, Texas",59830,14.8,6.2,51143,38.2,13000,22.2,49.1
"Childress County, Texas",60333,8.8,0.5,6772,33.6,1260,26.6,38.6
"Clay County, Texas",77355,5.9,1.9,10402,47.8,2040,6.1,49.6
"Cochran County, Texas",42137,20.9,6.2,2520,38.7,682,55.1,47.7
"Coke County, Texas",46431,10.2,6.0,3315,47.2,716,17.9,49.8
"Coleman County, Texas",52364,12.0,5.9,7765,48.5,1597,14.6,49.2
"Collin County, Texas",117588,4.6,4.1,1116601,37.3,280048,10.8,50.3
"Collingsworth County, Texas",60165,25.4,1.2,2733,38.1,789,27.0,52.4
"Colorado County, Texas",68554,4.6,3.9,20736,43.8,4844,26.4,49.6
"Comal County, Texas",99015,4.0,3.5,174552,42.0,38791,22.7,50.2
"Comanche County, Texas",59946,10.0,6.7,13786,43.7,3160,27.4,49.5
"Concho County, Texas",59632,11.5,1.0,3301,45.3,421,20.9,34.4
"Cooke County, Texas",72472,10.9,4.3,42473,40.3,9947,17.8,49.8
"Coryell County, Texas",68904,6.6,6.5,83772,32.4,19056,12.8,49.5
"Cottle County, Texas",58819,22.3,6.4,1302,44.3,287,21.6,49.4
"Crane County, Texas",59915,3.5,3.7,4623,36.7,1203,66.7,51.4
"Crockett County, Texas",81739,1.6,2.8,2881,42.9,667,62.3,45.7
"Crosby County, Texas",52197,16.9,6.2,5072,39.3,1300,47.1,49.4
"Culberson County, Texas",42672,11.3,0.6,2181,48.1,471,79.7,45.7
"Dallam County, Texas",72332,4.8,1.4,7180,30.4,2339,50.4,46.8
"Dallas County, Texas",74149,10.9,4.9,2603816,34.0,661827,32.3,50.4
"Dawson County, Texas",55789,15.9,7.9,12311,34.6,2942,51.8,41.7
"Deaf Smith County, Texas",54114,12.4,3.3,18487,31.4,5760,70.5,49.2
"Delta County, Texas",62855,9.9,3.3,5345,40.7,1269,8.3,54.9
"Denton County, Texas",108185,4.4,4.0,945644,36.8,224897,14.3,50.5
"DeWitt County, Texas",64014,12.9,4.2,19853,41.8,4487,30.5,47.7
"Dickens County, Texas",50417,12.0,6.7,1641,45.7,355,26.0,49.6
"Dimmit County, Texas",33409,36.8,6.8,8507,36.3,2413,79.6,49.8
"Donley County, Texas",56648,4.1,0.0,3276,45.4,586,10.7,49.1
"Duval County, Texas",50081,18.2,7.9,9824,35.9,2546,77.1,48.6
"Eastland County, Texas",51741,8.8,4.9,17846,42.6,3824,14.3,49.9
"Ector County, Texas",71031,12.0,5.6,163206,31.3,49505,57.1,48.6
"Edwards County, Texas",38500,26.7,0.0,1392,39.6,224,43.7,44.5
"Ellis County, Texas",95898,6.5,4.0,203927,36.3,53955,24.0,50.5
"El Paso County, Texas",58859,16.3,6.2,866275,33.3,228795,77.5,50.3
"Erath County, Texas",65351,9.6,5.3,43244,31.9,9021,18.9,51.1
"Falls County, Texas",55372,10.2,7.2,17063,41.5,3604,22.8,52.7
"Fannin County, Texas",68377,9.5,4.5,36525,40.7,7796,11.1,46.6
"Fayette County, Texas",76541,6.0,2.9,24783,48.6,4973,21.2,49.8
"Fisher County, Texas",64700,9.7,3.6,3661,42.6,762,24.7,48.6
"Floyd County, Texas",55461,16.6,3.8,5294,38.5,1377,53.5,49.6
"Foard County, Texas",42212,16.5,6.7,1079,45.7,254,9.1,59.3
"Fort Bend County, Texas",113409,5.9,5.0,859721,37.1,231703,15.2,50.7
"Franklin County, Texas",66800,6.8,6.4,10522,43.5,2380,13.0,49.4
"Freestone County, Texas",58460,10.8,1.9,19813,41.8,4507,14.7,47.6
"Frio County, Texas",60098,17.1,5.3,18019,31.8,4685,60.8,40.4
"Gaines County, Texas",76605,5.4,2.2,21904,29.3,7830,36.4,48.4
"Galveston County, Texas",85348,8.2,5.5,354721,38.5,84634,19.3,50.6
"Garza County, Texas",50545,5.5,6.9,5435,38.4,1029,43.4,37.3
"Gillespie County, Texas",67799,7.6,3.8,27202,50.5,5277,19.5,50.8
"Glasscock County, Texas",106806,6.3,1.2,1070,40.6,274,27.1,43.3
"Goliad County, Texas",59556,5.7,5.5,7096,44.8,1428,30.7,49.8
"Gonzales County, Texas",59355,11.4,1.4,19764,38.8,5159,47.0,50.1
"Gray County, Texas",56082,14.4,5.3,21131,36.8,5313,27.5,46.7
"Grayson County, Texas",70455,7.9,3.6,139988,39.4,33760,13.2,51.0
"Gregg County, Texas",64809,12.8,3.7,124860,35.9,32324,17.8,51.1
"Grimes County, Texas",67080,10.9,4.6,30385,40.5,6839,23.1,45.2
"Guadalupe County, Texas",93776,6.6,4.4,178368,37.5,43392,32.3,50.0
"Hale County, Texas",52788,14.8,4.1,32247,34.1,8672,50.8,48.0
"Hall County, Texas",46728,9.9,9.3,2827,44.9,616,25.3,51.3
"Hamilton County, Texas",55339,15.4,6.1,8320,43.8,1845,13.2,50.3
"Hansford County, Texas",68299,8.5,5.5,5182,35.9,1496,46.9,48.6
"Hardeman County, Texas",61179,10.3,1.6,3529,44.3,718,20.6,47.0
"Hardin County, Texas",72532,9.9,5.2,57126,39.3,14172,4.6,50.8
"Harris County, Texas",73104,12.8,6.4,4758579,34.4,1243425,29.6,50.3
"Harrison County, Texas",66040,13.3,6.0,69584,38.9,16922,13.5,51.4
"Hartley County, Texas",82122,6.9,2.4,5307,39.5,1198,28.6,41.1
"Haskell County, Texas",54044,8.4,5.4,5390,44.3,940,22.8,46.6
"Hays County, Texas",85827,6.2,4.6,256429,33.9,57970,32.6,50.1
"Hemphill County, Texas",72052,1.7,4.8,3311,41.3,776,32.4,45.6
"Henderson County, Texas",63955,10.6,5.0,83658,43.8,17936,12.7,50.6
"Hidalgo County, Texas",52281,24.0,7.6,880921,30.3,276639,87.6,50.6
"Hill County, Texas",63147,10.7,4.2,36664,40.8,8568,20.7,49.9
"Hockley County, Texas",54810,10.9,4.9,21455,35.8,5695,44.3,50.2
"Hood County, Texas",86802,6.1,6.2,64198,46.3,13281,11.2,51.5
"Hopkins County, Texas",64725,9.4,4.5,37351,39.6,9114,16.7,50.8
"Houston County, Texas",54563,8.8,6.6,22042,44.0,4415,12.1,46.3
"Howard County, Texas",71457,10.4,5.0,33127,37.0,7461,38.4,43.7
"Hudspeth County, Texas",39336,14.0,11.9,3331,33.2,598,56.6,39.0
"Hunt County, Texas",70112,9.4,5.5,104917,37.2,25535,17.6,50.6
"Hutchinson County, Texas",65470,8.3,2.3,20413,38.1,5140,21.9,48.9
"Irion County, Texas",58125,7.6,0.6,1432,50.5,343,29.9,52.0
"Jack County, Texas",65693,9.3,9.8,8623,41.3,1918,15.9,45.5
"Jackson County, Texas",61752,11.9,5.5,15081,42.1,3658,30.4,49.3
"Jasper County, Texas",49919,19.7,14.0,32807,42.5,7713,5.8,50.9
"Jeff Davis County, Texas",32625,21.6,0.0,1740,58.7,294,30.2,42.5
"Jefferson County, Texas",59934,15.4,5.5,253939,37.1,62564,18.6,48.5
"Jim Hogg County, Texas",42230,31.3,8.4,4797,25.0,1664,76.4,44.6
"Jim Wells County, Texas",47492,18.2,5.6,38863,35.5,10628,72.8,50.1
"Johnson County, Texas",81826,8.0,3.6,188820,37.2,48899,21.8,49.7
"Jones County, Texas",63472,10.6,4.9,19968,39.0,3313,24.7,35.7
"Karnes County, Texas",59103,15.8,4.6,14819,37.1,2983,47.7,42.8
"Kaufman County, Texas",88606,7.7,4.8,160718,34.2,45986,22.6,50.6
"Kendall County, Texas",110498,3.8,4.7,46971,43.1,10675,19.2,50.9
"Kenedy County, Texas",,0.0,0.0,52,65.5,3,90.4,44.2
"Kent County, Texas",71420,1.1,8.8,727,57.6,127,9.8,45.8
"Kerr County, Texas",67927,7.6,2.9,53166,48.6,9787,22.7,51.2
"Kimble County, Texas",65703,10.8,1.1,4355,50.3,714,24.2,51.3
"King County, Texas",70192,16.9,0.0,189,49.1,35,25.9,50.3
"Kinney County, Texas",66341,1.8,1.6,3140,50.4,274,43.9,46.2
"Kleberg County, Texas",57612,20.2,7.6,30629,29.3,7364,65.5,49.7
"Knox County, Texas",56304,8.0,1.3,3322,40.5,860,30.8,50.7
"Lamar County, Texas",61122,15.1,3.9,50421,40.0,12185,8.4,50.9
"Lamb County, Texas",56997,11.3,2.9,12919,36.6,3558,53.8,49.0
"Lampasas County, Texas",76919,6.9,4.7,22267,43.9,4835,13.4,50.2
"La Salle County, Texas",55469,14.5,2.5,6946,38.8,1618,73.5,40.5
"Lavaca County, Texas",61768,7.4,3.0,20479,43.1,4857,18.2,50.7
"Lee County, Texas",66000,11.2,5.3,17758,41.4,3833,24.7,50.6
"Leon County, Texas",59975,9.9,3.9,16067,44.3,3655,13.9,50.9
"Liberty County, Texas",64773,14.7,7.1,97993,33.3,28751,31.2,50.3
"Limestone County, Texas",58109,13.4,3.2,22185,42.0,4991,21.0,49.4
"Lipscomb County, Texas",71442,13.0,7.4,2964,37.4,890,29.4,52.5
"Live Oak County, Texas",53869,16.9,5.4,11444,38.6,2344,33.7,46.6
"Llano County, Texas",65636,8.5,5.3,22011,57.5,3432,10.2,51.6
"Loving County, Texas",51087,0.0,0.0,54,68.9,0,0.0,37.0
"Lubbock County, Texas",63367,11.5,4.7,314633,31.7,74234,29.0,50.7
"Lynn County, Texas",57411,17.1,4.3,5667,37.2,1565,35.4,48.0
"McCulloch County, Texas",51919,13.1,10.5,7565,47.1,1626,27.8,50.2
"McLennan County, Texas",63888,11.1,4.5,263608,34.0,63669,23.5,51.0
"McMullen County, Texas",45833,12.1,0.0,623,32.6,237,42.7,57.1
"Madison County, Texas",67128,13.9,5.9,13574,35.8,3015,21.6,43.7
"Marion County, Texas",47447,12.0,8.4,9631,50.6,1734,2.7,51.1
"Martin County, Texas",77083,3.3,6.3,5230,37.2,1539,42.8,42.6
"Mason County, Texas",68750,0.8,2.3,3951,46.5,914,20.9,49.6
"Matagorda County, Texas",55174,17.8,6.9,36274,37.5,9328,37.7,50.2
"Maverick County, Texas",51270,19.7,7.6,57770,30.2,18012,90.7,50.0
"Medina County, Texas",73462,8.1,3.2,52419,39.6,11878,44.6,48.3
"Menard County, Texas",48191,11.6,14.4,1964,58.0,466,26.3,47.5
"Midland County, Texas",93984,8.0,3.7,171496,32.6,49714,39.2,49.1
"Milam County, Texas",59076,12.2,5.4,25268,41.6,5798,22.6,50.2
"Mills County, Texas",64494,6.6,3.9,4499,52.2,809,15.9,48.9
"Mitchell County, Texas",56033,4.4,4.7,8989,36.9,1666,34.7,37.5
"Montague County, Texas",62818,9.2,5.3,20599,44.0,4714,11.5,51.3
"Montgomery County, Texas",97266,7.1,4.6,654722,37.2,170795,19.3,50.3
"Moore County, Texas",61325,15.0,2.2,21234,30.6,6637,51.5,47.5
"Morris County, Texas",55082,13.4,7.3,12014,42.4,2758,9.5,51.9
"Motley County, Texas",62857,10.2,1.0,1267,51.4,221,4.5,45.2
"Nacogdoches County, Texas",51528,17.3,7.2,64897,31.8,15263,18.6,51.7
"Navarro County, Texas",59310,12.1,3.8,53735,37.4,14351,28.9,50.6
"Newton County, Texas",41044,16.2,10.5,12193,45.8,2438,2.5,49.2
"Nolan County, Texas",50160,11.8,5.7,14565,36.5,3733,34.0,49.0
"Nueces County, Texas",66021,13.3,5.6,352829,36.8,84438,56.1,50.2
"Ochiltree County, Texas",64988,11.2,1.1,9852,33.3,3032,54.8,49.6
"Oldham County, Texas",76402,13.3,0.7,2097,32.5,751,19.9,40.5
"Orange County, Texas",73372,9.6,6.3,84993,37.9,21572,6.9,50.4
"Palo Pinto County, Texas",64972,12.3,7.6,28920,41.1,6715,17.2,50.7
"Panola County, Texas",62593,8.6,2.6,22624,40.5,5243,9.1,49.4
"Parker County, Texas",102099,6.0,3.9,158079,39.3,39163,12.0,49.9
"Parmer County, Texas",68164,7.9,2.5,9752,36.2,2757,60.8,47.2
"Pecos County, Texas",67689,19.6,1.2,14983,37.3,3621,66.3,42.5
"Polk County, Texas",59066,15.5,9.0,51780,43.9,10540,12.8,46.2
"Potter County, Texas",50448,16.0,4.0,116634,35.1,31334,34.2,48.5
"Presidio County, Texas",29014,33.9,11.1,6043,42.0,1680,75.4,48.2
"Rains County, Texas",64874,11.2,2.4,12505,46.2,2414,9.2,50.0
"Randall County, Texas",80905,7.2,2.9,143791,36.8,34450,20.1,50.6
"Reagan County, Texas",70288,5.8,8.3,3259,29.4,1130,63.9,48.2
"Real County, Texas",45417,11.7,7.0,2821,56.5,752,22.8,45.2
"Red River County, Texas",46912,18.4,2.0,11621,49.1,2350,6.1,51.3
"Reeves County, Texas",56056,16.4,4.0,13219,34.4,3282,77.4,40.6
"Refugio County, Texas",58016,15.8,5.7,6693,43.9,1494,48.1,52.1
"Roberts County, Texas",66118,3.6,0.5,785,39.4,220,9.3,47.6
"Robertson County, Texas",66250,11.7,8.1,16973,40.9,4065,20.7,50.9
"Rockwall County, Texas",124917,3.5,4.0,116931,37.6,31234,14.5,50.3
"Runnels County, Texas",63490,9.2,4.3,9880,41.8,2327,30.5,49.7
"Rusk County, Texas",67506,10.3,3.8,52613,38.8,11932,15.1,46.9
"Sabine County, Texas",59924,9.4,6.9,9998,54.3,1770,3.2,49.7
"San Augustine County, Texas",46338,17.4,9.4,7889,48.8,1585,7.9,52.0
"San Jacinto County, Texas",59526,14.5,7.1,27983,45.0,6049,14.3,50.4
"San Patricio County, Texas",67512,12.1,4.3,69519,37.1,18078,50.5,49.0
"San Saba County, Texas",54855,11.6,2.9,5802,40.1,1113,28.3,47.2
"Schleicher County, Texas",90141,8.6,5.3,2426,39.8,580,50.9,52.5
"Scurry County, Texas",62689,7.7,2.1,16633,36.4,4210,38.9,46.4
"Shackelford County, Texas",64659,8.2,6.1,3169,43.9,717,12.1,51.7
"Shelby County, Texas",50436,19.3,4.1,24108,40.0,6339,18.9,49.9
"Sherman County, Texas",74167,6.8,3.2,2434,36.5,532,43.1,50.2
"Smith County, Texas",71923,8.0,4.1,238014,37.4,57909,18.5,51.5
"Somervell County, Texas",83382,3.2,4.0,9510,44.0,2059,17.3,49.6
"Starr County, Texas",38182,29.9,10.8,65809,29.1,21566,92.4,51.2
"Stephens County, Texas",54695,10.8,5.9,9278,41.6,1981,23.2,45.2
"Sterling County, Texas",78750,1.2,2.3,1389,31.4,500,31.2,46.5
"Stonewall County, Texas",61250,3.4,2.8,1244,46.5,334,22.7,52.3
"Sutton County, Texas",75000,13.5,4.5,3306,34.9,901,61.6,49.2
"Swisher County, Texas",39031,24.2,4.3,6981,36.5,1697,40.8,43.3
"Tarrant County, Texas",81905,8.0,4.7,2135743,35.1,548477,24.0,50.9
"Taylor County, Texas",66406,9.5,2.3,144259,33.0,35427,21.2,50.9
"Terrell County, Texas",46989,2.5,0.0,851,60.9,120,35.5,46.2
"Terry County, Texas",45905,19.9,3.8,11699,35.7,3288,47.1,46.9
"Throckmorton County, Texas",58864,8.8,2.7,1589,42.7,332,4.7,47.3
"Titus County, Texas",59220,13.6,3.6,31284,34.7,8935,40.6,49.9
"Tom Green County, Texas",66254,7.9,3.1,119398,35.8,28580,36.0,50.0
"Travis County, Texas",97169,7.4,4.3,1307625,35.5,267667,24.3,49.0
"Trinity County, Texas",51663,11.6,7.1,13850,49.8,2709,9.1,50.8
"Tyler County, Texas",50647,13.0,8.9,20084,42.5,3907,6.7,45.8
"Upshur County, Texas",62794,11.2,4.4,41864,40.3,10056,9.2,50.2
"Upton County, Texas",52321,10.3,3.8,3227,41.1,727,53.0,49.1
"Uvalde County, Texas",57849,19.9,3.2,24810,34.6,6492,63.9,49.7
"Val Verde County, Texas",59673,14.2,4.8,47647,32.3,13378,73.9,48.3
"Van Zandt County, Texas",68274,8.4,4.0,61323,42.1,14114,12.1,50.8
"Victoria County, Texas",70101,11.9,4.3,91281,36.6,23026,42.5,50.8
"Walker County, Texas",49862,9.2,7.4,78292,37.1,11493,17.7,40.9
"Waller County, Texas",76135,8.2,6.2,59455,30.8,14126,27.3,50.0
"Ward County, Texas",71719,13.1,4.1,11255,34.9,3275,50.8,49.1
"Washington County, Texas",75085,8.3,2.6,36156,40.9,7784,16.5,50.6
"Webb County, Texas",62506,18.4,5.5,267731,29.8,84736,90.2,50.4
"Wharton County, Texas",66100,9.4,7.0,41651,38.4,10649,37.0,50.5
"Wheeler County, Texas",67964,14.7,3.4,4902,40.6,1199,20.8,49.9
"Wichita County, Texas",62168,11.0,3.5,129842,35.0,29808,17.9,48.2
